FamilyName,FirstName
CHIP, Mr Chang
CHRISTY, Mrs Alice Frances
CHRISTY, Miss Rachel Juli Cohen
CLARK, Mrs Virginia Estelle
CLARKE, Mrs Ada Maria
CLEAVER, Miss Alice Catherine
COHEN, Mr Gurshon
COLLETT, Mr Sidney Clarence Stuart
COLLYER, Mrs Charlotte Caroline
COLLYER, Miss Marjorie Lottie
COMPTON, Mrs Mary Eliza
COMPTON, Miss Sara Rebecca
CONNOLLY, Miss Catherine
COOK, Mrs Selena
CORNELL, Mrs Malvina Helen
CORR, Miss Ellen
COUTTS, Mrs Minnie
COUTTS, Master William Loch
COUTTS, Master Neville Leslie
CRIBB, Miss Laura May
CROSBY, Mrs Catherine Elizabeth
CROSBY, Miss Harriette Rebecca
CUMINGS, Mrs Florence Briggs
DAHL, Mr Charles Edward
DALY, Mr Peter Dennis
DALY, Miss Margaret
DALY, Mr Eugene Patrick
DANIEL, Mr Robert Williams
DANIELS, Miss Sarah
DAVIDSON, Mrs Orian
DAVIES, Mrs Agnes
DAVIES, Master John Morgan jr
DAVIS, Miss Mary Ann Charlotte
DAVISON, Mrs Mary Elizabeth
DE MESSEMAEKER, Mr Guillaume Joseph
DE MESSEMAEKER, Mrs Anna
DE MULDER, Mr Theodoor
DEAN, Mrs Eva Georgetta
DEAN, Master Bertram Vere
DEAN, Miss Eliza Gladys Millvina
DEL CARLO, Mrs Argene
DEVANEY, Miss Margaret Bedelia
DICK, Mr Albert Adrian
DICK, Mrs Vera
DODGE, Dr Washington
DODGE, Mrs Ruth
DODGE, Master Washington
DOLING, Mrs Ada Julia Elizabeth
DOLING, Miss Elsie
DORKINGS, Mr Edward Arthur
DOUGLAS, Mrs Mahala
DOUGLAS, Mrs Mary Hélène
DOWDELL, Miss Elizabeth
DREW, Mrs Maria Louisa Thorne
DREW, Master Marshall Brines
DRISCOLL, Miss Bridget
DROPKIN, Miss Jennie
DUFF GORDON, Sir Cosmo Edmund
DUFF GORDON, Lucy Christiana
DUQUEMIN, Mr Joseph Pierre
DURÁN I MONÉ, Miss Florentina
DURÁN I MONÉ, Miss Asuncion
DYKER, Mrs Anna Elisabeth Judith
EARNSHAW, Mrs Olive
EMANUEL, Miss Virginia Ethel
ENDRES, Miss Caroline Louise
EUSTIS, Miss Elizabeth Mussey
FINOLI, Mr Luigi
FLEGENHEIM, Mrs Antoinette
FLEMING, Miss Margaret
FLYNN, Mr John Irwin
FOO, Mr Choong
FORTUNE, Mrs Mary
FORTUNE, Miss Ethel Flora
FORTUNE, Miss Alice Elizabeth
FORTUNE, Miss Mabel Helen
FRANCATELLI, Miss Laura Mabel
FRAUENTHAL, Mr Isaac Gerry
FRAUENTHAL, Dr Henry William
FRAUENTHAL, Mrs Clara
FRÖLICHER, Miss Hedwig Margaritha
FRÖLICHER-STEHLI, Mr Maximilian Josef
FRÖLICHER-STEHLI, Mrs Margaretha Emerentia
FUTRELLE, Mrs Lily May
GARSIDE, Miss Ethel
GIBSON, Mrs Pauline Caroline
GIBSON, Miss Dorothy Winifred
GIEGER, Miss Amalie Henriette
GILNAGH, Miss Kate
GLYNN, Miss Mary Agatha
GOLDENBERG, Mr Samuel Levi
GOLDENBERG, Mrs Nella Carlynne
GOLDSMITH, Mrs Emily Alice
GOLDSMITH, Master Frank John William
GRACIE, Colonel Archibald
GRAHAM, Mrs Edith
GRAHAM, Miss Margaret Edith
GREENFIELD, Mrs Blanche
GREENFIELD, Mr William Bertram
HAKKARAINEN, Mrs Elin Matilda
HÄMÄLÄINEN, Mrs Anna Lydia Amanda
HÄMÄLÄINEN, Master Viljo Unto Johannes
ḤANNĀ, Mr Mubārik Sulaymān Abī Āsī
HANSEN, Mrs Jennie Louise
HARDER, Mr George Achilles
HARDER, Mrs Dorothy
HARPER, Mr Henry Sleeper
HARPER, Mrs Myra Raymond
HARPER, Miss Annie Jessie
HARRIS, Mrs Irene
HARRIS, Mr George
HART, Mrs Emily Esther Louisa
HART, Miss Eva Miriam
HASSAB, Mr Hammad
HAWKSFORD, Mr Walter James
HAYS, Mrs Clara Jennings
HAYS, Miss Margaret Bechstein
HEALY, Miss Honor
HEDMAN, Mr Oskar Arvid
HEE, Mr Ling
HEIKKINEN, Miss Laina Maria
HELLSTRÖM, Miss Hilda Maria
HERMAN, Mrs Jane
HERMAN, Miss Alice
HERMAN, Miss Kate
HEWLETT, Mrs Mary Dunbar
HIPPACH, Mrs Ida Sophia
HIPPACH, Miss Gertrude Isabelle
HIRVONEN, Mrs Helga Elisabeth Lindqvist
HIRVONEN, Miss Hildur Elisabeth
HOCKING, Mrs Eliza
HOCKING, Miss Ellen
HOGEBOOM, Mrs Anna Louisa
HOLD, Mrs Annie Margaret
HOLVERSON, Mrs Mary Alice
HOMER, Mr Harry Haven
HONKANEN, Miss Eliina
HOSONO, Mr Masabumi
HOWARD, Miss May Elizabeth
HOYT, Mr Frederick Maxfield
HOYT, Mrs Jane Anne
HYMAN, Mr Joseph Abraham
IBRĀHĪM, Mrs Sāfiyah
ICARD, Miss Rose Amélie
ILETT, Miss Bertha
ISMAY, Mr Joseph Bruce
JACOBSOHN, Mrs Amy Frances
JALŠEVAC, Mr Ivan
JANSSON, Mr Carl Olof
JERMYN, Miss Annie Jane
JERWAN, Mrs Marie Marthe
JOHANNESEN, Mr Bernt Johannes
JOHANSSON, Mr Oscar Wilhelm
JOHNSON, Mrs Aliina Vilhelmina
JOHNSON, Master Harold Theodor
JOHNSON, Miss Eleanor Ileen
JONSSON, Mr Karl
JUSSILA, Mr Eiriik
KANTOR, Mrs Miriam
KARLSSON, Mr Einar Gervasius
KARUN, Mr Franz
KARUN, Miss Manca
KEANE, Miss Nora Agnes
KELLY, Mrs Fanny Maria
KELLY, Miss Anna Katherine
KELLY, Miss Mary
KENNEDY, Mr John
KENYON, Mrs Marion Estelle
KIMBALL, Mr Edwin Nelson Jr.
KIMBALL, Mrs Susan Gertrude
KINK, Mr Anton
KINK-HEILMANN, Mrs Luise
KINK-HEILMANN, Miss Luise Gretchen
KREKORIAN, Mr Neshan
KREUCHEN, Miss Emilie
LAM, Mr Ah
LANDERGREN, Miss Aurora Adelia
LANG, Mr Fang
LAROCHE, Mrs Juliette Marie Louise
LAROCHE, Miss Louise
LAROCHE, Miss Simonne Marie Anne Andrée
LEADER, Dr Alice May
LEHMANN, Miss Bertha
LEITCH, Miss Jessie Wills
LEMORE, Mrs Amelia
LEROY, Miss Berthe
LESUEUR, Mr Louis Gustave Joseph
LINDQVIST, Mr Eino William
LINDSTRÖM, Mrs Sigrid
LINES, Mrs Elizabeth Lindsey
LINES, Miss Mary Conover
LONGLEY, Miss Gretchen Fiske
LOUCH, Mrs Alice Adelaide
LULIĆ, Mr Nikola
LUNDIN, Miss Olga Elida
LUNDSTRÖM, Mr Thure Edvin
LURETTE, Miss Eugénie Elise
MADIGAN, Miss Margaret
MADILL, Miss Georgette Alexandra
MADSEN, Mr Fridtjof Arne
MAIONI, Miss Roberta Elizabeth Mary
MALLET, Mrs Antonine Marie
MALLET, Master André Clement
MĀMĀ, Mr Hannā Mikā'īl
MANNION, Miss Margaret
MARÉCHAL, Mr Pierre
MARVIN, Mrs Mary Graham Carmichael
MAYNÉ, Mlle Berthe Antonine
MCCARTHY, Miss Catherine
MCCORMACK, Mr Thomas Joseph
MCCOY, Miss Agnes
MCCOY, Miss Alice
MCCOY, Mr Bernard
MCDERMOTT, Miss Bridget Delia
MCGOUGH, Mr James Robert
MCGOVERN, Miss Mary
MCGOWAN, Miss Anna Louise
MELLENGER, Mrs Elizabeth Anne
MELLENGER, Miss Violet Madeline
MELLORS, Mr William John
MEYER, Mrs Leila
MIDTSJØ, Mr Karl Albert
MINAHAN, Mrs Lillian Mae
MINAHAN, Miss Ida Daisy
MOCK, Mr Philipp Edmund
MOCKLER, Miss Ellen Mary
MOOR, Mrs Beila
MOOR, Master Meier
MORAN, Miss Bridget (Bertha)
MOSS, Mr Albert Johan
MUBĀRIK, Mrs Amīnah
MUBĀRIK, Master Jirjis
MUBĀRIK, Master Halīm
MULLIN, Miss Kate
MULVIHILL, Miss Bridget Elizabeth (Bertha)
MURPHY, Miss Nora
MURPHY, Miss Margaret
MURPHY, Miss Kate
MŪSÀ FRANJĪYAH, Mrs Mantūrah Būlus
MUSLAMĀNĪ, Mrs Fatīmah Muhammad
NAJĪB QIYĀMAH, Miss Adāl
NAKID, Mr Sa'īd Antūn
NAKID, Mrs Wadi'ah
NAKID, Miss Mariayam
NAṢR ALLĀH, Mrs Adāl
NAṢR ALLĀH, Mrs Zād
NAVRATIL, Master Edmond Roger
NAVRATIL, Master Michel Marcel
NEWELL, Miss Marjorie Anne
NEWELL, Miss Madeleine
NEWSOM, Miss Helen Monypeny
NILSSON, Miss Berta Olivia
NILSSON, Miss Helmina Josefina
NĪQŪLA YĀRID, Miss Jamīlah
NĪQŪLA YĀRID, Master Ilyās
NISKANEN, Mr Juho
NOURNEY, Mr Alfred
NYE, Mrs Elizabeth
NYSTEN, Miss Anna Sofia
O'BRIEN, Mrs Hannah
O'DWYER, Miss Ellen
O'KEEFFE, Mr Patrick
O'LEARY, Miss Hanora
ÖHMAN, Miss Velin Matilda
OLIVA Y OCANA, Doña Fermina
OLSEN, Master Artur Karl
OMONT, Mr Alfred Fernand
OSMAN, Mrs Mara
OSTBY, Miss Helen Ragnhild
OXENHAM, Mr Percy Thomas
PADRON MANENT, Mr Julian
PALLÀS I CASTELLÓ, Mr Emilio
PALMQUIST, Mr Oskar Leander Johansson
PARRISH, Mrs Lutie Davis
PEARS, Mrs Edith
PEÑASCO Y CASTELLANA, Mrs Maria Josefa Perezde Soto y Vallejo
PERREAULT, Miss Mary Anne
PERSSON, Mr Ernst Ulrik
PEUCHEN, Major Arthur Godfrey
PHILLIPS, Miss Alice Frances Louisa
PHILLIPS, Miss Kate Florence
PICARD, Mr Benoît
PINSKY, Mrs Rosa
PORTALUPPI, Mr Emilio Ilario Giuseppe
POTTER, Mrs Lily Alexenia
QUICK, Mrs Jane
QUICK, Miss Winnifred Vera
QUICK, Miss Phyllis May
RENOUF, Mrs Lillian
REYNALDO, Mrs Encarnación
RHEIMS, Mr George Alexander Lucien
RICHARDS, Mrs Emily
RICHARDS, Master William Rowe
RICHARDS, Master Sibley George
RIDSDALE, Miss Lucy
RIORDAN, Miss Hannah
ROBERT, Mrs Elisabeth Walton
ROMAINE, Mr Charles Hallace
ROSENBAUM, Miss Edith Louise
ROTH, Miss Sarah
ROTHES," Lucy Noël Martha,  Countess of"
ROTHSCHILD, Mrs Elizabeth Jane Anne
RUGG, Miss Emily
RYAN, Mr Edward
RYERSON, Mrs Emily Maria
RYERSON, Miss Emily Borie
RYERSON, Miss Susan Parker
RYERSON, Master John Borie
SAALFELD, Mr Adolphe
SÄGESSER, Mlle Emma
SALKJELSVIK, Miss Anna Kristine
SALOMON, Mr Abraham Lincoln
SANDSTRÖM, Mrs Agnes Charlotta
SANDSTRÖM, Miss Beatrice Irene
SANDSTRÖM, Miss Marguerite Rut
SAP, Mr Julius
SCHABERT, Mrs Emma
SCHEERLINCK, Mr Jean
SERREPLAÀ, Miss Augusta Jeanne
SEWARD, Mr Frederic Kimber
SHELLEY, Mrs Imanita Parrish
SHINE, Miss Ellen
SHUTES, Miss Elizabeth Weed
SILVÉN, Miss Lyyli Karoliina
SILVERTHORNE, Mr Spencer Victor
SILVEY, Mrs Alice Gray
SIMONIUS-BLUMER, Mr Colonel (Oberst) Alfons
SINCOCK, Miss Maude
SINKKONEN, Miss Anna
SJÖBLOM, Miss Anna Sofia
SLAYTER, Miss Hilda Mary
SLOPER, Mr William Thompson
SMITH, Mrs Mary Eloise
SMITH, Miss Marion
SMYTH, Miss Julia
SNYDER, Mr John Pillsbury
SNYDER, Mrs Nelle
SPEDDEN, Mr Frederic Oakley
SPEDDEN, Mrs Margaretta Corning
SPEDDEN, Master Robert Douglas
SPENCER, Mrs Marie Eugenie
STÄHELIN-MAEGLIN, Dr Max
STANLEY, Miss Amy Zillah Elsie
STENGEL, Mr Charles Emil Henry
STENGEL, Mrs Annie May
STEPHENSON, Mrs Martha
STONE, Mrs Martha Evelyn
STRANDÉN, Mr Juho Niilosson
SUNDERLAND, Mr Victor Francis
SUNDMAN, Mr Johan Julian
SVENSSON, Mr Johan Cervin
SWIFT, Mrs Margaret Welles
TANNŪS, Mrs Thamīn
TANNŪS, Master As'ad
TAUSSIG, Mrs Tillie
TAUSSIG, Miss Ruth
TAYLOR, Mr Elmer Zebley
TAYLOR, Mrs Juliet Cummins
TENGLIN, Mr Gunnar Isidor
THAYER, Mrs Marian Longstreth
THAYER, Mr John Borland
THORNE, Miss Gertrude Mabelle
THORNEYCROFT, Mrs Florence Kate
TOOMEY, Miss Ellen Mary
TÖRNQVIST, Mr Johan Vilhelm Henrik
TROUT, Mrs Jessie Laird
TROUTT, Miss Edwina Celia
TU'MAH, Mrs Hinnah
TU'MAH, Miss Mariyam
TU'MAH, Master Jirjis Yūsuf
TUCKER, Mr Gilbert Milligan jr
TURJA, Miss Anna Sofia
TURKULA, Mrs Hedwig
VARTANIAN, Mr David
WALLCROFT, Miss Ellen 'Nellie'
WARD, Miss Annie Moore
WARE, Mrs Florence Louise
WARREN, Mrs Anna Sophia
WATT, Mrs Elizabeth
WATT, Miss Robertha Josephine
WEBBER, Miss Susan
WEISZ, Mrs Mathilde Françoise
WELLS, Mrs Addie Dart
WELLS, Miss Joan
WELLS, Master Ralph Lester
WENNERSTRÖM, Mr August
WEST, Mrs Ada Mary
WEST, Miss Constance Miriam
WEST, Miss Barbara Joyce
WHILEMS, Mr Charles
WHITE, Mrs Ella Holmes
WICK, Mrs Mary Peebles
WICK, Miss Mary Natalie
WIDENER, Mrs Eleanor
WILKES, Mrs Ellen
WILKINSON, Mrs Elizabeth Anne
WILLARD, Miss Constance
WILLIAMS, Mr Richard Norris
WILLIAMS, Mr Charles Eugene
WILSON, Miss Helen Alice
WOOLNER, Mr Hugh
WRIGHT, Miss Marion
YAZBAK, Mrs Sīlānah Iskandar Nāsīf Abī Dāghir
YOUNG, Miss Marie Grice
YŪSUF, Mrs Kātrīn
YŪSUF, Master Michael (Shafīq) Peter
YŪSUF, Miss Nabīah (Mary)
